MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
1/10/2022 11:08:23,1.11.0,FR1,5,3.67,1,1,Right,Left,0,1,0,0,nan,nan,0.17
1/10/2022 11:08:25,1.11.0,FR1,5,3.67,1,1,Right,Left,0,2,0,0,nan,nan,0.17
1/10/2022 11:08:42,1.11.0,FR1,5,3.67,1,1,Left,Left,1,2,0,0,nan,nan,0.09
1/10/2022 11:08:43,1.11.0,FR1,5,3.68,1,1,LeftWithPellet,Left,2,2,0,0,nan,nan,0.04
1/10/2022 11:08:46,1.11.0,FR1,5,3.68,1,1,Pellet,Left,2,2,1,0,2.93,nan,nan
1/10/2022 11:14:48,1.11.0,FR1,5,3.71,1,1,Right,Left,2,3,1,0,nan,nan,0.52
1/10/2022 11:16:34,1.11.0,FR1,5,3.71,1,1,Left,Left,3,3,1,0,nan,nan,0.47
1/10/2022 11:16:36,1.11.0,FR1,5,3.72,1,1,Pellet,Left,3,3,2,0,0.81,469,nan
1/10/2022 11:16:51,1.11.0,FR1,5,3.71,1,1,Left,Left,4,3,2,0,nan,nan,0.04
1/10/2022 11:16:53,1.11.0,FR1,5,3.71,1,1,Pellet,Left,4,3,3,0,0.61,18,nan
1/10/2022 11:18:03,1.11.0,FR1,5,3.71,1,1,Left,Left,5,3,3,0,nan,nan,0.12
1/10/2022 11:18:22,1.11.0,FR1,5,3.72,2,1,Pellet,Left,5,3,4,0,16.53,89,nan
1/10/2022 11:20:13,1.11.0,FR1,5,3.71,1,1,Left,Left,6,3,4,0,nan,nan,0.10
1/10/2022 11:20:19,1.11.0,FR1,5,3.72,1,1,Pellet,Left,6,3,5,0,4.84,117,nan
1/10/2022 11:20:33,1.11.0,FR1,5,3.72,1,1,Left,Left,7,3,5,0,nan,nan,0.10
